ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
610,610,Priya Sharma,47,3,2,1,1
611,611,Rahul Joshi,48,4,3,2,2
612,612,Deepak Reddy,49,5,4,3,1
613,613,Aisha Bhat,50,6,5,4,2
614,614,Siddharth Singh,51,7,6,5,1
615,615,Meena Sharma,52,8,7,1,2
616,616,Kavita Joshi,53,1,1,2,1
617,617,Sanjay Reddy,54,2,2,3,2
618,618,Rajesh Bhat,55,3,3,4,1
619,619,Anita Singh,56,4,4,5,2
620,620,Priya Sharma,57,5,5,1,1
621,621,Rahul Joshi,58,6,6,2,2
622,622,Deepak Reddy,59,7,7,3,1
623,623,Aisha Bhat,60,8,1,4,2
624,624,Siddharth Singh,61,1,2,5,1
625,625,Meena Sharma,62,2,3,1,2
626,626,Kavita Joshi,63,3,4,2,1
627,627,Sanjay Reddy,64,4,5,3,2
628,628,Rajesh Bhat,65,5,6,4,1
629,629,Anita Singh,66,6,7,5,2
630,630,Priya Sharma,22,7,1,1,1
631,631,Rahul Joshi,23,8,2,2,2
632,632,Deepak Reddy,24,1,3,3,1
633,633,Aisha Bhat,25,2,4,4,2
634,634,Siddharth Singh,26,3,5,5,1
635,635,Meena Sharma,27,4,6,1,2
636,636,Kavita Joshi,28,5,7,2,1
637,637,Sanjay Reddy,29,6,1,3,2
638,638,Rajesh Bhat,30,7,2,4,1
639,639,Anita Singh,31,8,3,5,2
640,640,Priya Sharma,32,1,4,1,1
641,641,Rahul Joshi,33,2,5,2,2
642,642,Deepak Reddy,34,3,6,3,1
643,643,Aisha Bhat,35,4,7,4,2
644,644,Siddharth Singh,36,5,1,5,1
645,645,Meena Sharma,37,6,2,1,2
646,646,Kavita Joshi,38,7,3,2,1
647,647,Sanjay Reddy,39,8,4,3,2
648,648,Rajesh Bhat,40,1,5,4,1
649,649,Anita Singh,41,2,6,5,2
650,650,Priya Sharma,42,3,7,1,1
651,651,Rahul Joshi,43,4,1,2,2
652,652,Deepak Reddy,44,5,2,3,1
653,653,Aisha Bhat,45,6,3,4,2
654,654,Siddharth Singh,46,7,4,5,1
655,655,Meena Sharma,47,8,5,1,2
656,656,Kavita Joshi,48,1,6,2,1
657,657,Sanjay Reddy,49,2,7,3,2
658,658,Rajesh Bhat,50,3,1,4,1
659,659,Anita Singh,51,4,2,5,2
660,660,Priya Sharma,52,5,3,1,1
661,661,Rahul Joshi,53,6,4,2,2
662,662,Deepak Reddy,54,7,5,3,1
663,663,Aisha Bhat,55,8,6,4,2
664,664,Siddharth Singh,56,1,7,5,1
665,665,Meena Sharma,57,2,1,1,2
666,666,Kavita Joshi,58,3,2,2,1
667,667,Sanjay Reddy,59,4,3,3,2
668,668,Rajesh Bhat,60,5,4,4,1
669,669,Anita Singh,61,6,5,5,2
670,670,Priya Sharma,62,7,6,1,1
671,671,Rahul Joshi,63,8,7,2,2
672,672,Deepak Reddy,64,1,1,3,1
673,673,Aisha Bhat,65,2,2,4,2
674,674,Siddharth Singh,66,3,3,5,1
675,675,Meena Sharma,22,4,4,1,2
676,676,Kavita Joshi,23,5,5,2,1
677,677,Sanjay Reddy,24,6,6,3,2
678,678,Rajesh Bhat,25,7,7,4,1
679,679,Anita Singh,26,8,1,5,2
680,680,Priya Sharma,27,1,2,1,1
681,681,Rahul Joshi,28,2,3,2,2
682,682,Deepak Reddy,29,3,4,3,1
683,683,Aisha Bhat,30,4,5,4,2
684,684,Siddharth Singh,31,5,6,5,1
685,685,Meena Sharma,32,6,7,1,2
686,686,Kavita Joshi,33,7,1,2,1
687,687,Sanjay Reddy,34,8,2,3,2
688,688,Rajesh Bhat,35,1,3,4,1
689,689,Anita Singh,36,2,4,5,2
690,690,Priya Sharma,37,3,5,1,1
691,691,Rahul Joshi,38,4,6,2,2
692,692,Deepak Reddy,39,5,7,3,1
693,693,Aisha Bhat,40,6,1,4,2
694,694,Siddharth Singh,41,7,2,5,1
695,695,Meena Sharma,42,8,3,1,2
696,696,Kavita Joshi,43,1,4,2,1
697,697,Sanjay Reddy,44,2,5,3,2
698,698,Rajesh Bhat,45,3,6,4,1
699,699,Anita Singh,46,4,7,5,2
700,700,Priya Sharma,47,5,1,1,1
701,701,Rahul Joshi,48,6,2,2,2
702,702,Deepak Reddy,49,7,3,3,1
703,703,Aisha Bhat,50,8,4,4,2
704,704,Siddharth Singh,51,1,5,5,1
705,705,Meena Sharma,52,2,6,1,2
706,706,Kavita Joshi,53,3,7,2,1
707,707,Sanjay Reddy,54,4,1,3,2
708,708,Rajesh Bhat,55,5,2,4,1
709,709,Anita Singh,56,6,3,5,2
710,710,Priya Sharma,57,7,4,1,1
711,711,Rahul Joshi,58,8,5,2,2
712,712,Deepak Reddy,59,1,6,3,1
713,713,Aisha Bhat,60,2,7,4,2
714,714,Siddharth Singh,61,3,1,5,1
715,715,Meena Sharma,62,4,2,1,2
716,716,Kavita Joshi,63,5,3,2,1
717,717,Sanjay Reddy,64,6,4,3,2
718,718,Rajesh Bhat,65,7,5,4,1
719,719,Anita Singh,66,8,6,5,2
720,720,Priya Sharma,22,1,7,1,1
721,721,Rahul Joshi,23,2,1,2,2
722,722,Deepak Reddy,24,3,2,3,1
723,723,Aisha Bhat,25,4,3,4,2
724,724,Siddharth Singh,26,5,4,5,1
725,725,Meena Sharma,27,6,5,1,2
726,726,Kavita Joshi,28,7,6,2,1
727,727,Sanjay Reddy,29,8,7,3,2
728,728,Rajesh Bhat,30,1,1,4,1
729,729,Anita Singh,31,2,2,5,2
730,730,Priya Sharma,32,3,3,1,1
731,731,Rahul Joshi,33,4,4,2,2
732,732,Deepak Reddy,34,5,5,3,1
733,733,Aisha Bhat,35,6,6,4,2
734,734,Siddharth Singh,36,7,7,5,1
735,735,Meena Sharma,37,8,1,1,2
736,736,Kavita Joshi,38,1,2,2,1
737,737,Sanjay Reddy,39,2,3,3,2
738,738,Rajesh Bhat,40,3,4,4,1
739,739,Anita Singh,41,4,5,5,2
740,740,Priya Sharma,42,5,6,1,1
741,741,Rahul Joshi,43,6,7,2,2
742,742,Deepak Reddy,44,7,1,3,1
743,743,Aisha Bhat,45,8,2,4,2
744,744,Siddharth Singh,46,1,3,5,1
745,745,Meena Sharma,47,2,4,1,2
746,746,Kavita Joshi,48,3,5,2,1
747,747,Sanjay Reddy,49,4,6,3,2
748,748,Rajesh Bhat,50,5,7,4,1
749,749,Anita Singh,51,6,1,5,2
750,750,Priya Sharma,52,7,2,1,1
751,751,Rahul Joshi,53,8,3,2,2
752,752,Deepak Reddy,54,1,4,3,1
753,753,Aisha Bhat,55,2,5,4,2
754,754,Siddharth Singh,56,3,6,5,1
755,755,Meena Sharma,57,4,7,1,2
756,756,Kavita Joshi,58,5,1,2,1
757,757,Sanjay Reddy,59,6,2,3,2
758,758,Rajesh Bhat,60,7,3,4,1
759,759,Anita Singh,61,8,4,5,2
760,760,Priya Sharma,62,1,5,1,1
761,761,Rahul Joshi,63,2,6,2,2
762,762,Deepak Reddy,64,3,7,3,1
763,763,Aisha Bhat,65,4,1,4,2
764,764,Siddharth Singh,66,5,2,5,1
765,765,Meena Sharma,22,6,3,1,2
766,766,Kavita Joshi,23,7,4,2,1
767,767,Sanjay Reddy,24,8,5,3,2
768,768,Rajesh Bhat,25,1,6,4,1
769,769,Anita Singh,26,2,7,5,2
770,770,Priya Sharma,27,3,1,1,1
771,771,Rahul Joshi,28,4,2,2,2
772,772,Deepak Reddy,29,5,3,3,1
773,773,Aisha Bhat,30,6,4,4,2
774,774,Siddharth Singh,31,7,5,5,1
775,775,Meena Sharma,32,8,6,1,2
776,776,Kavita Joshi,33,1,7,2,1
777,777,Sanjay Reddy,34,2,1,3,2
778,778,Rajesh Bhat,35,3,2,4,1
779,779,Anita Singh,36,4,3,5,2
780,780,Priya Sharma,37,5,4,1,1
781,781,Rahul Joshi,38,6,5,2,2
782,782,Deepak Reddy,39,7,6,3,1
783,783,Aisha Bhat,40,8,7,4,2
784,784,Siddharth Singh,41,1,1,5,1
785,785,Meena Sharma,42,2,2,1,2
786,786,Kavita Joshi,43,3,3,2,1
787,787,Sanjay Reddy,44,4,4,3,2
788,788,Rajesh Bhat,45,5,5,4,1
789,789,Anita Singh,46,6,6,5,2
790,790,Priya Sharma,47,7,7,1,1
791,791,Rahul Joshi,48,8,1,2,2
792,792,Deepak Reddy,49,1,2,3,1
793,793,Aisha Bhat,50,2,3,4,2
794,794,Siddharth Singh,51,3,4,5,1
795,795,Meena Sharma,52,4,5,1,2
796,796,Kavita Joshi,53,5,6,2,1
797,797,Sanjay Reddy,54,6,7,3,2
798,798,Rajesh Bhat,55,7,1,4,1
799,799,Anita Singh,56,8,2,5,2
800,800,Priya Sharma,57,1,3,1,1
801,801,Rahul Joshi,58,2,4,2,2
802,802,Deepak Reddy,59,3,5,3,1
803,803,Aisha Bhat,60,4,6,4,2
804,804,Siddharth Singh,61,5,7,5,1
805,805,Meena Sharma,62,6,1,1,2
806,806,Kavita Joshi,63,7,2,2,1
807,807,Sanjay Reddy,64,8,3,3,2
808,808,Rajesh Bhat,65,1,4,4,1
809,809,Anita Singh,66,2,5,5,2
810,810,Priya Sharma,22,3,6,1,1
811,811,Rahul Joshi,23,4,7,2,2
812,812,Deepak Reddy,24,5,1,3,1
813,813,Aisha Bhat,25,6,2,4,2
814,814,Siddharth Singh,26,7,3,5,1
815,815,Meena Sharma,27,8,4,1,2
816,816,Kavita Joshi,28,1,5,2,1
817,817,Sanjay Reddy,29,2,6,3,2
818,818,Rajesh Bhat,30,3,7,4,1
819,819,Anita Singh,31,4,1,5,2
820,820,Priya Sharma,32,5,2,1,1
821,821,Rahul Joshi,33,6,3,2,2
822,822,Deepak Reddy,34,7,4,3,1
823,823,Aisha Bhat,35,8,5,4,2
824,824,Siddharth Singh,36,1,6,5,1
825,825,Meena Sharma,37,2,7,1,2
826,826,Kavita Joshi,38,3,1,2,1
827,827,Sanjay Reddy,39,4,2,3,2
828,828,Rajesh Bhat,40,5,3,4,1
829,829,Anita Singh,41,6,4,5,2
830,830,Priya Sharma,42,7,5,1,1
831,831,Rahul Joshi,43,8,6,2,2
832,832,Deepak Reddy,44,1,7,3,1
833,833,Aisha Bhat,45,2,1,4,2
834,834,Siddharth Singh,46,3,2,5,1
835,835,Meena Sharma,47,4,3,1,2
836,836,Kavita Joshi,48,5,4,2,1
837,837,Sanjay Reddy,49,6,5,3,2
838,838,Rajesh Bhat,50,7,6,4,1
839,839,Anita Singh,51,8,7,5,2
840,840,Priya Sharma,52,1,1,1,1
841,841,Rahul Joshi,53,2,2,2,2
842,842,Deepak Reddy,54,3,3,3,1
843,843,Aisha Bhat,55,4,4,4,2
844,844,Siddharth Singh,56,5,5,5,1
845,845,Meena Sharma,57,6,6,1,2
846,846,Kavita Joshi,58,7,7,2,1
847,847,Sanjay Reddy,59,8,1,3,2
848,848,Rajesh Bhat,60,1,2,4,1
849,849,Anita Singh,61,2,3,5,2
850,850,Priya Sharma,62,3,4,1,1
851,851,Rahul Joshi,63,4,5,2,2
852,852,Deepak Reddy,64,5,6,3,1
853,853,Aisha Bhat,65,6,7,4,2
854,854,Siddharth Singh,66,7,1,5,1
855,855,Meena Sharma,22,8,2,1,2
856,856,Kavita Joshi,23,1,3,2,1
857,857,Sanjay Reddy,24,2,4,3,2
858,858,Rajesh Bhat,25,3,5,4,1
859,859,Anita Singh,26,4,6,5,2
860,860,Priya Sharma,27,5,7,1,1
861,861,Rahul Joshi,28,6,1,2,2
862,862,Deepak Reddy,29,7,2,3,1
863,863,Aisha Bhat,30,8,3,4,2
864,864,Siddharth Singh,31,1,4,5,1
865,865,Meena Sharma,32,2,5,1,2
866,866,Kavita Joshi,33,3,6,2,1
867,867,Sanjay Reddy,34,4,7,3,2
868,868,Rajesh Bhat,35,5,1,4,1
869,869,Anita Singh,36,6,2,5,2
870,870,Priya Sharma,37,7,3,1,1
871,871,Rahul Joshi,38,8,4,2,2
872,872,Deepak Reddy,39,1,5,3,1
873,873,Aisha Bhat,40,2,6,4,2
874,874,Siddharth Singh,41,3,7,5,1
875,875,Meena Sharma,42,4,1,1,2
876,876,Kavita Joshi,43,5,2,2,1
877,877,Sanjay Reddy,44,6,3,3,2
878,878,Rajesh Bhat,45,7,4,4,1
879,879,Anita Singh,46,8,5,5,2
880,880,Priya Sharma,47,1,6,1,1
881,881,Rahul Joshi,48,2,7,2,2
882,882,Deepak Reddy,49,3,1,3,1
883,883,Aisha Bhat,50,4,2,4,2
884,884,Siddharth Singh,51,5,3,5,1
885,885,Meena Sharma,52,6,4,1,2
886,886,Kavita Joshi,53,7,5,2,1
887,887,Sanjay Reddy,54,8,6,3,2
888,888,Rajesh Bhat,55,1,7,4,1
889,889,Anita Singh,56,2,1,5,2
890,890,Priya Sharma,57,3,2,1,1
891,891,Rahul Joshi,58,4,3,2,2
892,892,Deepak Reddy,59,5,4,3,1
893,893,Aisha Bhat,60,6,5,4,2
894,894,Siddharth Singh,61,7,6,5,1
895,895,Meena Sharma,62,8,7,1,2
896,896,Kavita Joshi,63,1,1,2,1
897,897,Sanjay Reddy,64,2,2,3,2
898,898,Rajesh Bhat,65,3,3,4,1
899,899,Anita Singh,66,4,4,5,2
900,900,Priya Sharma,22,5,5,1,1
901,901,Rahul Joshi,23,6,6,2,2
902,902,Deepak Reddy,24,7,7,3,1
903,903,Aisha Bhat,25,8,1,4,2
904,904,Siddharth Singh,26,1,2,5,1
905,905,Meena Sharma,27,2,3,1,2
906,906,Kavita Joshi,28,3,4,2,1
907,907,Sanjay Reddy,29,4,5,3,2
908,908,Rajesh Bhat,30,5,6,4,1
909,909,Anita Singh,31,6,7,5,2
910,910,Priya Sharma,32,7,1,1,1
911,911,Rahul Joshi,33,8,2,2,2
912,912,Deepak Reddy,34,1,3,3,1
913,913,Aisha Bhat,35,2,4,4,2
914,914,Siddharth Singh,36,3,5,5,1
915,915,Meena Sharma,37,4,6,1,2
916,916,Kavita Joshi,38,5,7,2,1
917,917,Sanjay Reddy,39,6,1,3,2
918,918,Rajesh Bhat,40,7,2,4,1
919,919,Anita Singh,41,8,3,5,2
920,920,Priya Sharma,42,1,4,1,1
921,921,Rahul Joshi,43,2,5,2,2
922,922,Deepak Reddy,44,3,6,3,1
923,923,Aisha Bhat,45,4,7,4,2
924,924,Siddharth Singh,46,5,1,5,1
925,925,Meena Sharma,47,6,2,1,2
926,926,Kavita Joshi,48,7,3,2,1
927,927,Sanjay Reddy,49,8,4,3,2
928,928,Rajesh Bhat,50,1,5,4,1
929,929,Anita Singh,51,2,6,5,2
930,930,Priya Sharma,52,3,7,1,1
931,931,Rahul Joshi,53,4,1,2,2
932,932,Deepak Reddy,54,5,2,3,1
933,933,Aisha Bhat,55,6,3,4,2
934,934,Siddharth Singh,56,7,4,5,1
935,935,Meena Sharma,57,8,5,1,2
936,936,Kavita Joshi,58,1,6,2,1
937,937,Sanjay Reddy,59,2,7,3,2
938,938,Rajesh Bhat,60,3,1,4,1
939,939,Anita Singh,61,4,2,5,2
940,940,Priya Sharma,62,5,3,1,1
941,941,Rahul Joshi,63,6,4,2,2
942,942,Deepak Reddy,64,7,5,3,1
943,943,Aisha Bhat,65,8,6,4,2
944,944,Siddharth Singh,66,1,7,5,1
945,945,Meena Sharma,22,2,1,1,2
946,946,Kavita Joshi,23,3,2,2,1
947,947,Sanjay Reddy,24,4,3,3,2
948,948,Rajesh Bhat,25,5,4,4,1
949,949,Anita Singh,26,6,5,5,2
950,950,Priya Sharma,27,7,6,1,1
951,951,Rahul Joshi,28,8,7,2,2
952,952,Deepak Reddy,29,1,1,3,1
953,953,Aisha Bhat,30,2,2,4,2
954,954,Siddharth Singh,31,3,3,5,1
955,955,Meena Sharma,32,4,4,1,2
956,956,Kavita Joshi,33,5,5,2,1
957,957,Sanjay Reddy,34,6,6,3,2
958,958,Rajesh Bhat,35,7,7,4,1
959,959,Anita Singh,36,8,1,5,2
960,960,Priya Sharma,37,1,2,1,1
961,961,Rahul Joshi,38,2,3,2,2
962,962,Deepak Reddy,39,3,4,3,1
963,963,Aisha Bhat,40,4,5,4,2
964,964,Siddharth Singh,41,5,6,5,1
965,965,Meena Sharma,42,6,7,1,2
966,966,Kavita Joshi,43,7,1,2,1
967,967,Sanjay Reddy,44,8,2,3,2
968,968,Rajesh Bhat,45,1,3,4,1
969,969,Anita Singh,46,2,4,5,2
970,970,Priya Sharma,47,3,5,1,1
971,971,Rahul Joshi,48,4,6,2,2
972,972,Deepak Reddy,49,5,7,3,1
973,973,Aisha Bhat,50,6,1,4,2
974,974,Siddharth Singh,51,7,2,5,1
975,975,Meena Sharma,52,8,3,1,2
976,976,Kavita Joshi,53,1,4,2,1
977,977,Sanjay Reddy,54,2,5,3,2
978,978,Rajesh Bhat,55,3,6,4,1
979,979,Anita Singh,56,4,7,5,2
980,980,Priya Sharma,57,5,1,1,1
981,981,Rahul Joshi,58,6,2,2,2
982,982,Deepak Reddy,59,7,3,3,1
983,983,Aisha Bhat,60,8,4,4,2
984,984,Siddharth Singh,61,1,5,5,1
985,985,Meena Sharma,62,2,6,1,2
986,986,Kavita Joshi,63,3,7,2,1
987,987,Sanjay Reddy,64,4,1,3,2
988,988,Rajesh Bhat,65,5,2,4,1
989,989,Anita Singh,66,6,3,5,2
990,990,Priya Sharma,22,7,4,1,1
991,991,Rahul Joshi,23,8,5,2,2
992,992,Deepak Reddy,24,1,6,3,1
993,993,Aisha Bhat,25,2,7,4,2
994,994,Siddharth Singh,26,3,1,5,1
995,995,Meena Sharma,27,4,2,1,2
996,996,Kavita Joshi,28,5,3,2,1
997,997,Sanjay Reddy,29,6,4,3,2
998,998,Rajesh Bhat,30,7,5,4,1
999,999,Anita Singh,31,8,6,5,2
1000,1000,Priya Sharma,32,1,7,1,1
1001,1001,Rahul Joshi,33,2,1,2,2
1002,1002,Deepak Reddy,34,3,2,3,1
1003,1003,Aisha Bhat,35,4,3,4,2
1004,1004,Siddharth Singh,36,5,4,5,1
1005,1005,Meena Sharma,37,6,5,1,2
1006,1006,Kavita Joshi,38,7,6,2,1
1007,1007,Sanjay Reddy,39,8,7,3,2
1008,1008,Rajesh Bhat,40,1,1,4,1
1009,1009,Anita Singh,41,2,2,5,2
1010,1010,Priya Sharma,42,3,3,1,1
1011,1011,Rahul Joshi,43,4,4,2,2
1012,1012,Deepak Reddy,44,5,5,3,1
1013,1013,Aisha Bhat,45,6,6,4,2
1014,1014,Siddharth Singh,46,7,7,5,1
1015,1015,Meena Sharma,47,8,1,1,2
1016,1016,Kavita Joshi,48,1,2,2,1
1017,1017,Sanjay Reddy,49,2,3,3,2
1018,1018,Rajesh Bhat,50,3,4,4,1
1019,1019,Anita Singh,51,4,5,5,2
1020,1020,Priya Sharma,52,5,6,1,1
1021,1021,Rahul Joshi,53,6,7,2,2
1022,1022,Deepak Reddy,54,7,1,3,1
1023,1023,Aisha Bhat,55,8,2,4,2
1024,1024,Siddharth Singh,56,1,3,5,1
1025,1025,Meena Sharma,57,2,4,1,2
1026,1026,Kavita Joshi,58,3,5,2,1
1027,1027,Sanjay Reddy,59,4,6,3,2
1028,1028,Rajesh Bhat,60,5,7,4,1
1029,1029,Anita Singh,61,6,1,5,2
1030,1030,Priya Sharma,62,7,2,1,1
1031,1031,Rahul Joshi,63,8,3,2,2
1032,1032,Deepak Reddy,64,1,4,3,1
1033,1033,Aisha Bhat,65,2,5,4,2
1034,1034,Siddharth Singh,66,3,6,5,1
1035,1035,Meena Sharma,22,4,7,1,2
1036,1036,Kavita Joshi,23,5,1,2,1
1037,1037,Sanjay Reddy,24,6,2,3,2
1038,1038,Rajesh Bhat,25,7,3,4,1
1039,1039,Anita Singh,26,8,4,5,2
1040,1040,Priya Sharma,27,1,5,1,1
1041,1041,Rahul Joshi,28,2,6,2,2
1042,1042,Deepak Reddy,29,3,7,3,1
1043,1043,Aisha Bhat,30,4,1,4,2
1044,1044,Siddharth Singh,31,5,2,5,1
1045,1045,Meena Sharma,32,6,3,1,2
1046,1046,Kavita Joshi,33,7,4,2,1
1047,1047,Sanjay Reddy,34,8,5,3,2
1048,1048,Rajesh Bhat,35,1,6,4,1
1049,1049,Anita Singh,36,2,7,5,2
1050,1050,Priya Sharma,37,3,1,1,1
1051,1051,Rahul Joshi,38,4,2,2,2
1052,1052,Deepak Reddy,39,5,3,3,1
1053,1053,Aisha Bhat,40,6,4,4,2
1054,1054,Siddharth Singh,41,7,5,5,1
1055,1055,Meena Sharma,42,8,6,1,2
1056,1056,Kavita Joshi,43,1,7,2,1
1057,1057,Sanjay Reddy,44,2,1,3,2
1058,1058,Rajesh Bhat,45,3,2,4,1
1059,1059,Anita Singh,46,4,3,5,2
1060,1060,Priya Sharma,47,5,4,1,1
1061,1061,Rahul Joshi,48,6,5,2,2
1062,1062,Deepak Reddy,49,7,6,3,1
1063,1063,Aisha Bhat,50,8,7,4,2
1064,1064,Siddharth Singh,51,1,1,5,1
1065,1065,Meena Sharma,52,2,2,1,2
1066,1066,Kavita Joshi,53,3,3,2,1
1067,1067,Sanjay Reddy,54,4,4,3,2
1068,1068,Rajesh Bhat,55,5,5,4,1
1069,1069,Anita Singh,56,6,6,5,2
1070,1070,Priya Sharma,57,7,7,1,1
1071,1071,Rahul Joshi,58,8,1,2,2
1072,1072,Deepak Reddy,59,1,2,3,1
1073,1073,Aisha Bhat,60,2,3,4,2
1074,1074,Siddharth Singh,61,3,4,5,1
1075,1075,Meena Sharma,62,4,5,1,2
1076,1076,Kavita Joshi,63,5,6,2,1
1077,1077,Sanjay Reddy,64,6,7,3,2
1078,1078,Rajesh Bhat,65,7,1,4,1
1079,1079,Anita Singh,66,8,2,5,2
1080,1080,Priya Sharma,22,1,3,1,1
1081,1081,Rahul Joshi,23,2,4,2,2
1082,1082,Deepak Reddy,24,3,5,3,1
1083,1083,Aisha Bhat,25,4,6,4,2
1084,1084,Siddharth Singh,26,5,7,5,1
1085,1085,Meena Sharma,27,6,1,1,2
1086,1086,Kavita Joshi,28,7,2,2,1
1087,1087,Sanjay Reddy,29,8,3,3,2
1088,1088,Rajesh Bhat,30,1,4,4,1
1089,1089,Anita Singh,31,2,5,5,2
1090,1090,Priya Sharma,32,3,6,1,1
1091,1091,Rahul Joshi,33,4,7,2,2
1092,1092,Deepak Reddy,34,5,1,3,1
1093,1093,Aisha Bhat,35,6,2,4,2
1094,1094,Siddharth Singh,36,7,3,5,1
1095,1095,Meena Sharma,37,8,4,1,2
1096,1096,Kavita Joshi,38,1,5,2,1
1097,1097,Sanjay Reddy,39,2,6,3,2
1098,1098,Rajesh Bhat,40,3,7,4,1
1099,1099,Anita Singh,41,4,1,5,2
1100,1100,Priya Sharma,42,5,2,1,1
1101,1101,Rahul Joshi,43,6,3,2,2
1102,1102,Deepak Reddy,44,7,4,3,1
1103,1103,Aisha Bhat,45,8,5,4,2
1104,1104,Siddharth Singh,46,1,6,5,1
1105,1105,Meena Sharma,47,2,7,1,2
1106,1106,Kavita Joshi,48,3,1,2,1
1107,1107,Sanjay Reddy,49,4,2,3,2
1108,1108,Rajesh Bhat,50,5,3,4,1
1109,1109,Anita Singh,51,6,4,5,2
1110,1110,Priya Sharma,52,7,5,1,1
1111,1111,Rahul Joshi,53,8,6,2,2
1112,1112,Deepak Reddy,54,1,7,3,1
1113,1113,Aisha Bhat,55,2,1,4,2
1114,1114,Siddharth Singh,56,3,2,5,1
1115,1115,Meena Sharma,57,4,3,1,2
1116,1116,Kavita Joshi,58,5,4,2,1
1117,1117,Sanjay Reddy,59,6,5,3,2
1118,1118,Rajesh Bhat,60,7,6,4,1
1119,1119,Anita Singh,61,8,7,5,2
1120,1120,Priya Sharma,62,1,1,1,1
1121,1121,Rahul Joshi,63,2,2,2,2
1122,1122,Deepak Reddy,64,3,3,3,1
1123,1123,Aisha Bhat,65,4,4,4,2
1124,1124,Siddharth Singh,66,5,5,5,1
1125,1125,Meena Sharma,22,6,6,1,2
1126,1126,Kavita Joshi,23,7,7,2,1
1127,1127,Sanjay Reddy,24,8,1,3,2
1128,1128,Rajesh Bhat,25,1,2,4,1
1129,1129,Anita Singh,26,2,3,5,2
1130,1130,Priya Sharma,27,3,4,1,1
1131,1131,Rahul Joshi,28,4,5,2,2
1132,1132,Deepak Reddy,29,5,6,3,1
1133,1133,Aisha Bhat,30,6,7,4,2
1134,1134,Siddharth Singh,31,7,1,5,1
1135,1135,Meena Sharma,32,8,2,1,2
1136,1136,Kavita Joshi,33,1,3,2,1
1137,1137,Sanjay Reddy,34,2,4,3,2
1138,1138,Rajesh Bhat,35,3,5,4,1
1139,1139,Anita Singh,36,4,6,5,2
1140,1140,Priya Sharma,37,5,7,1,1
1141,1141,Rahul Joshi,38,6,1,2,2
1142,1142,Deepak Reddy,39,7,2,3,1
1143,1143,Aisha Bhat,40,8,3,4,2
1144,1144,Siddharth Singh,41,1,4,5,1
1145,1145,Meena Sharma,42,2,5,1,2
1146,1146,Kavita Joshi,43,3,6,2,1
1147,1147,Sanjay Reddy,44,4,7,3,2
1148,1148,Rajesh Bhat,45,5,1,4,1
1149,1149,Anita Singh,46,6,2,5,2
1150,1150,Priya Sharma,47,7,3,1,1
1151,1151,Rahul Joshi,48,8,4,2,2
1152,1152,Deepak Reddy,49,1,5,3,1
1153,1153,Aisha Bhat,50,2,6,4,2
1154,1154,Siddharth Singh,51,3,7,5,1
1155,1155,Meena Sharma,52,4,1,1,2
1156,1156,Kavita Joshi,53,5,2,2,1
1157,1157,Sanjay Reddy,54,6,3,3,2
1158,1158,Rajesh Bhat,55,7,4,4,1
1159,1159,Anita Singh,56,8,5,5,2
1160,1160,Priya Sharma,57,1,6,1,1
1161,1161,Rahul Joshi,58,2,7,2,2
1162,1162,Deepak Reddy,59,3,1,3,1
1163,1163,Aisha Bhat,60,4,2,4,2
1164,1164,Siddharth Singh,61,5,3,5,1
1165,1165,Meena Sharma,62,6,4,1,2
1166,1166,Kavita Joshi,63,7,5,2,1
1167,1167,Sanjay Reddy,64,8,6,3,2
1168,1168,Rajesh Bhat,65,1,7,4,1
1169,1169,Anita Singh,66,2,1,5,2
1170,1170,Priya Sharma,22,3,2,1,1
1171,1171,Rahul Joshi,23,4,3,2,2
1172,1172,Deepak Reddy,24,5,4,3,1
1173,1173,Aisha Bhat,25,6,5,4,2
1174,1174,Siddharth Singh,26,7,6,5,1
1175,1175,Meena Sharma,27,8,7,1,2
1176,1176,Kavita Joshi,28,1,1,2,1
1177,1177,Sanjay Reddy,29,2,2,3,2
1178,1178,Rajesh Bhat,30,3,3,4,1
1179,1179,Anita Singh,31,4,4,5,2
1180,1180,Priya Sharma,32,5,5,1,1
1181,1181,Rahul Joshi,33,6,6,2,2
1182,1182,Deepak Reddy,34,7,7,3,1
1183,1183,Aisha Bhat,35,8,1,4,2
1184,1184,Siddharth Singh,36,1,2,5,1
1185,1185,Meena Sharma,37,2,3,1,2
1186,1186,Kavita Joshi,38,3,4,2,1
1187,1187,Sanjay Reddy,39,4,5,3,2
1188,1188,Rajesh Bhat,40,5,6,4,1
1189,1189,Anita Singh,41,6,7,5,2
1190,1190,Priya Sharma,42,7,1,1,1
1191,1191,Rahul Joshi,43,8,2,2,2
1192,1192,Deepak Reddy,44,1,3,3,1
1193,1193,Aisha Bhat,45,2,4,4,2
1194,1194,Siddharth Singh,46,3,5,5,1
1195,1195,Meena Sharma,47,4,6,1,2
1196,1196,Kavita Joshi,48,5,7,2,1
1197,1197,Sanjay Reddy,49,6,1,3,2
1198,1198,Rajesh Bhat,50,7,2,4,1
1199,1199,Anita Singh,51,8,3,5,2
1200,1200,Priya Sharma,52,1,4,1,1
1201,1201,Rahul Joshi,53,2,5,2,2
1202,1202,Deepak Reddy,54,3,6,3,1
